isbn,title,author,number_of_pages,publication_date,language_code,avg_rating
743249313,Meridon (The Wideacre Trilogy  #3),Philippa Gregory,569,7/2/2003,eng,3.68
6496431,The Little House,Philippa Gregory,368,2/1/1998,eng,3.68
743249291,Wideacre  (The Wideacre Trilogy  #1),Philippa Gregory,656,7/2/2003,eng,3.3
8496454339,Un café lejos de aquí,Z.Z. Packer/María Pérez López de Heredia,283,7/1/2006,spa,3.84
807071277,You Can't Be Neutral on a Moving Train: A Personal History of Our Times,Howard Zinn,214,9/5/2002,eng,4.3
60921080,Declarations of Independence: Cross-Examining American Ideology,Howard Zinn,341,10/23/1991,eng,4.26
8489367159,Citas Celestiales,Alexander McCall Smith/Marta Torent López de Lamadrid,190,11/1/2006,spa,3.16
385722435,Ella Minnow Pea: A Novel in Letters,Mark Dunn,208,9/17/2002,eng,3.85
192835432,Daisy Miller and Other Stories,Henry James/Jean Gooder,352,11/19/1998,eng,3.52
440391547,The Turn of the Screw/Daisy Miller,Henry James,192,8/1/1954,eng,3.61
385495226,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard Preston,352,6/15/1999,eng,4.12
552143030,The Hot Zone: The Chilling True Story of an Ebola Outbreak,Richard   Preston,384,8/1/1995,eng,4.12
520251741,Gardening with a Wild Heart: Restoring California's Native Landscapes at Home,Judith Larner Lowry,267,3/19/2007,eng,4.29
1584850558,Teacher's Pet (Wild at Heart  #7),Laurie Halse Anderson,128,12/31/2001,en-US,4.05
1584850450,Homeless (Wild at Heart  #2),Laurie Halse Anderson/Mark Salisbury,126,6/29/2000,eng,4.06
618181903,Hear the Wind Blow,Mary Downing Hahn,224,5/19/2003,eng,4.07
316010707,Case Histories (Jackson Brodie #1),Kate Atkinson,389,10/17/2005,eng,3.83
684829452,Three Case Histories,Sigmund Freud/Philip Rieff,282,11/1/1996,eng,3.9
60761350,Michael Tolliver Lives (Tales of the City  #7),Armistead Maupin,277,6/12/2007,en-US,3.93
60166495,Back to Barbary Lane: The Tales of the City Omnibus (Tales of the City  #4-6),Armistead Maupin,720,11/26/1991,eng,4.44
385493002,The Intuitionist,Colson Whitehead,255,1/4/1999,eng,3.68
385498209,John Henry Days,Colson Whitehead,400,5/14/2002,eng,3.65
465083617,Why Are All The Black Kids Sitting Together in the Cafeteria?: A Psychologist Explains the Development of Racial Identity,Beverly Daniel Tatum,320,1/17/2003,en-US,4.21
713659890,The Custard Kid (Black Cats),Terry Deary,62,10/31/2001,eng,4.4
316296198,The Magus,John Fowles,656,1/4/2001,eng,4.05
1594771227,The Magus of Freemasonry: The Mysterious Life of Elias Ashmole—Scientist  Alchemist  and Founder of the Royal Society,Tobias Churton,303,6/27/2006,eng,4.1
521437776,The Myth of the Magus (Canto Original),Elizabeth M. Butler,320,4/15/1993,eng,3.73
425205959,Cards on the Table (Hercule Poirot  #15),Agatha Christie,324,7/5/2005,eng,3.92
1579126294,A Murder Is Announced (Miss Marple  #5),Agatha Christie,288,9/30/2006,eng,3.98
312330871,And Then There Were None,Agatha Christie,264,5/3/2004,eng,4.26
2317850,Sleeping Murder (Miss Marple  #13),Agatha Christie,242,8/4/2003,eng,3.95
6353282,Agatha Christie: An Autobiography,Agatha Christie/Robert Welch Herrick,560,1/2/2001,eng,4.27
425200450,Murder on the Orient Express (Hercule Poirot  #10),Agatha Christie,322,8/31/2004,eng,4.17
1579126286,Evil Under the Sun (Hercule Poirot  #24),Agatha Christie,220,9/1/2006,eng,3.97
7120680,Hallowe'en Party (Hercule Poirot  #39),Agatha Christie,336,9/3/2001,eng,3.66
1572703857,One  Two  Buckle My Shoe (Hercule Poirot  #23),Agatha Christie/Hugh Fraser,0,3/16/2004,eng,3.76
1572705493,A Caribbean Mystery,Agatha Christie/Rosalind Ayres,0,10/9/2006,eng,3.8
031298166X,Crooked House,Agatha Christie,276,8/19/2002,eng,4.04
157912626X,The Body in the Library (Miss Marple  #3),Agatha Christie,191,9/1/2006,eng,3.85
000649045X,Witness for the Prosecution and Selected Plays,Agatha Christie,352,10/7/1995,eng,4.05
1579126243,The A.B.C. Murders (Hercule Poirot  #13),Agatha Christie,252,9/1/2006,eng,4.01
7111509,Partners in Crime (Tommy and Tuppence #2),Agatha Christie,347,1/1/2001,eng,3.77
1579126278,The Murder of Roger Ackroyd (Hercule Poirot  #4),Agatha Christie,288,9/1/2006,eng,4.24
1572705477,Dead Man's Folly (Hercule Poirot  #33),Agatha Christie/David Suchet,6,9/8/2006,eng,3.79
1572704721,Poirot's Early Cases: 18 Hercule Poirot Mysteries (Hercule Poirot  #41),Agatha Christie/Hugh Fraser/David Suchet,8,7/26/2005,eng,3.92
1579126251,Murder at the Vicarage (Miss Marple  #1),Agatha Christie,288,9/1/2006,eng,4.05
1572704977,The Listerdale Mystery And Eleven Other Stories,Agatha Christie/Hugh Fraser,0,1/11/2006,eng,3.56
1579126952,The Mystery of the Blue Train (Hercule Poirot  #6),Agatha Christie,317,3/30/2007,eng,3.8
573014671,The Unexpected Guest: A Play In Two Acts,Agatha Christie,100,11/12/2010,eng,3.83
2310198,After the Funeral,Agatha Christie,251,7/2/2001,eng,3.87
425205967,Cat Among the Pigeons (Hercule Poirot  #34),Agatha Christie,352,7/5/2005,eng,3.83
646418432,The Mysterious Affair at Styles (Hercule Poirot  #1),Agatha Christie,121,10/21/2002,eng,3.99
312273223,Absent in the Spring and Other Novels (Mary Westmacott Omnibus  #1--Absent in the Spring  Giant's Bread  The Rose and the Yew Tree),Mary Westmacott/Agatha Christie,656,9/22/2001,eng,4.18
7120699,Hercule Poirot's Christmas (Hercule Poirot  #20),Agatha Christie,335,9/1/2001,eng,3.94
312970072,Black Coffee (Hercule Poirot  #45.5),Charles Osborne/Agatha Christie,304,9/15/1999,eng,3.5
563535113,Hercule Poirot's Christmas: A BBC Radio 4 Full-Cast Dramatisation,Agatha Christie/Michael Bakewell/Peter Sallis/Cyril Luckham/Edward De Souza/Rachel Gurney/Nicky Henson/Deryck Guyler,2,11/5/2001,eng,3.94
1579126235,Murder on the Orient Express (Hercule Poirot  #10),Agatha Christie,266,9/1/2006,eng,4.17
1579126898,Death on the Nile (Hercule Poirot  #17),Agatha Christie,351,3/30/2007,eng,4.1
7121008,Mrs. McGinty's Dead (Hercule Poirot  #30),Agatha Christie,328,7/1/2002,eng,3.83
743203585,The Most of P.G. Wodehouse,P.G. Wodehouse,701,11/1/2000,eng,4.48
1585678368,Full Moon (Blandings Castle  #7),P.G. Wodehouse,272,11/23/2006,eng,4.17
743203593,How Right You Are  Jeeves (Jeeves  #12),P.G. Wodehouse,206,11/1/2000,eng,4.17
140059024,Life With Jeeves (Jeeves  #6  2  & 4),P.G. Wodehouse,557,9/29/1983,eng,4.39
158567575X,Spring Fever,P.G. Wodehouse,276,10/21/2004,eng,4.05
1585673927,Carry On  Jeeves (Jeeves  #3),P.G. Wodehouse,273,3/31/2003,eng,4.27
1585672777,Lord Emsworth and Others (Blandings Castle  #5.5),P.G. Wodehouse,268,5/13/2002,eng,4.16
1585672319,The Mating Season (Jeeves  #9),P.G. Wodehouse,272,1/1/2002,eng,4.26
1585674346,Thank You  Jeeves (Jeeves  #5),P.G. Wodehouse,263,9/15/2003,eng,4.24
014000937X,Big Money,P.G. Wodehouse,288,9/3/1991,eng,3.93
1585675261,Much Obliged  Jeeves,P.G. Wodehouse,208,4/12/2004,eng,4.23
140284125,The Inimitable Jeeves (Jeeves  #2),P.G. Wodehouse,240,6/1/2000,eng,4.24
1572704616,Thank You  Jeeves,P.G. Wodehouse/Jonathan Cecil,6,5/26/2005,eng,4.24
1585676578,Money in the Bank,P.G. Wodehouse,290,4/7/2005,eng,4.13
1585673366,The Luck of the Bodkins,P.G. Wodehouse,358,10/23/2002,eng,4.08
563557354,Joy in the Morning,P.G. Wodehouse/Chris Miller,2,4/6/1998,eng,4.34
1572704578,The Labours of Hercules (Hercule Poirot  #27),Agatha Christie/Hugh Fraser,9,7/13/2005,eng,3.78
7121075,Dead Man's Folly (Hercule Poirot  #33),Agatha Christie,288,7/1/2008,eng,3.79
399150218,Hercule Poirot's Casebook (Hercule Poirot  #42),Agatha Christie,861,12/1/1998,eng,4.31
553804790,The Husband,Dean Koontz,400,5/30/2006,eng,3.8
553587897,City of Night (Dean Koontz's Frankenstein  #2),Dean Koontz/Ed Gorman,455,7/26/2005,en-US,3.98
553589490,Sole Survivor,Dean Koontz,403,7/25/2006,eng,3.78
553588265,Forever Odd (Odd Thomas  #2),Dean Koontz,364,10/31/2006,eng,3.97
553588249,Life Expectancy,Dean Koontz,476,10/25/2005,eng,4.01
425178927,The Raphael Affair (Jonathan Argyll  #1),Iain Pears,257,2/1/2001,eng,3.54
1573229865,The Dream of Scipio,Iain Pears,416,6/3/2003,eng,3.73
345442741,Welcome to the Great Mysterious,Lorna Landvik,368,1/2/2002,eng,3.78
345468368,Oh My Stars,Lorna Landvik,416,2/28/2006,eng,3.89
449002985,Your Oasis on Flame Lake,Lorna Landvik,320,6/16/1998,eng,3.59
804114609,Patty Jane's House of Curl,Lorna Landvik/Mechtild Sandberg-Ciletti/Mechtild Ciletti,304,6/28/1999,eng,3.86
345487664,The Tall Pine Polka / Your Oasis on Flame Lake,Lorna Landvik,752,10/4/2005,eng,3.99
1406942359,Anne's House Of Dreams,L.M. Montgomery,192,11/3/2006,eng,4.14
7190689,Poirot: The Complete Ariadne Oliver  Vol. 2,Agatha Christie,727,6/1/2005,en-US,4.21
375806709,The Phantom Tollbooth,Norton Juster/Jules Feiffer,256,5/9/2000,en-US,4.21
812511182,The Sixth Book of Lost Swords: Mindsword's Story (Lost Swords  #6),Fred Saberhagen,250,6/15/1991,eng,3.81
812552849,The Fourth Book of Lost Swords: Farslayer's Story (Lost Swords  #4),Fred Saberhagen,252,3/15/1990,en-US,3.84
671878840,Berserkers: The Beginning (Berserkers  #1 & #5),Fred Saberhagen,377,6/1/1998,eng,3.7
812505778,The Last Book of Swords: Shieldbreaker's Story (Lost Swords  #8),Fred Saberhagen,255,6/15/1995,en-US,3.88
812590465,Ariadne's Web (Book of the Gods  #2),Fred Saberhagen,432,1/15/2001,eng,3.67
812566807,The Arms of Hercules (Book of the Gods  #3),Fred Saberhagen,352,4/15/2002,eng,3.7
812553292,Berserker: Blue Death (Berserker  #8),Fred Saberhagen,282,9/28/1987,en-US,3.71
61120251,Daughter of Fortune,Isabel Allende/Margaret Sayers Peden,432,5/2/2006,eng,3.91
006054564X,My Invented Country: A Nostalgic Journey Through Chile,Isabel Allende,199,5/27/2003,en-US,3.85
60930179,Aphrodite: A Memoir of the Senses,Isabel Allende/Robert Shekter/Panchita Llona,320,4/7/1999,eng,3.64
553383833,Of Love and Shadows,Isabel Allende/Margaret Sayers Peden,304,8/30/2005,eng,3.97
1416509348,Strange Relations,Philip José Farmer,476,2/7/2006,eng,3.71
553273469,The Black Tower (Philip José Farmer's The Dungeon  #1),Richard A. Lupoff/Bruce Coville/Philip José Farmer/Charles de Lint/Robin Wayne Bailey/Robert Gould,339,7/1/1988,eng,3.29
441140017,Dayworld (Dayworld #1),Philip José Farmer,258,3/1/1986,eng,3.64
743458532,The Dungeon 2 (Philip José Farmer's The Dungeon  Omnibus Volume 2: Valley of Thunder/Lake of Fire),Charles de Lint/Robin Wayne Bailey/Philip José Farmer,608,5/1/2003,eng,3.5
395606489,Pictures by J.R.R. Tolkien,J.R.R. Tolkien/Christopher Tolkien,102,10/1/1992,eng,4.47
801030145,The J.R.R. Tolkien Handbook: A Comprehensive Guide to His Life  Writings  and World of Middle-Earth,Colin Duriez/Brian Sibley,316,11/1/2002,en-US,3.72
141303352,Mr. Majeika and the School Trip,Humphrey Carpenter,89,4/29/1999,eng,3.85
60924985,The Infinite Plan,Isabel Allende,384,3/4/1994,eng,3.72
61161578,Ines of My Soul,Isabel Allende/Margaret Sayers Peden,528,11/7/2006,eng,3.93
140290117,Selected Non-Fictions,Jorge Luis Borges/Suzanne Jill Levine/Esther Allen/Eliot Weinberger,560,11/1/2000,eng,4.43
143039938,The Book of Imaginary Beings,Jorge Luis Borges/Margarita Guerrero/Peter Sís/Andrew Hurley,236,9/26/2006,eng,4.09
1853995908,Ficciones,Jorge Luis Borges/Gordon Botherston/Peter Hulme,232,12/9/1999,spa,4.45
674008200,This Craft of Verse,Jorge Luis Borges/Călin-Andrei Mihăilescu,160,3/30/2002,eng,4.32
1580420818,Doyle Brunson's Super System,Doyle Brunson/Mike Caro/David  Reese/Joey Hawthorne/David Sklansky/Bobby Baldwin,605,12/31/2002,eng,3.94
471292451,Color Drawing: Design Drawing Skills and Techniques for Architects  Landscape Architects  and Interior Designers,Michael E. Doyle,360,6/30/1999,eng,4.26
870710931,The Grail: A Year Ambling & Shambling Through an Oregon Vineyard in Pursuit of the Best Pinot Noir Wine in the Whole Wild World,Brian  Doyle/Mary Miller Doyle,208,4/1/2006,eng,4.01
803266553,The Coming of the Fairies,Arthur Conan Doyle/John M. Lynch,189,10/1/2006,eng,3.39
1595821066,Vampire Hunter D Volume 06: Pilgrimage of the Sacred and the Profane,Hideyuki Kikuchi/Yoshitaka Amano,208,11/22/2006,en-US,4.1
1595820949,Vampire Hunter D Volume 05: The Stuff of Dreams,Hideyuki Kikuchi/Yoshitaka Amano,208,9/13/2006,en-US,3.99
1595820310,Demon Deathchase (Vampire Hunter D  #3),Hideyuki Kikuchi/Yoshitaka Amano,211,1/18/2006,eng,4.02
1595820930,Vampire Hunter D Volume 04: Tale of the Dead Town,Hideyuki Kikuchi/Yoshitaka Amano,205,5/24/2006,en-US,3.92
1595821074,Vampire Hunter D Volume 07: Mysterious Journey to the North Sea - Part One,Hideyuki Kikuchi/Yoshitaka Amano,209,5/7/2007,en-US,4.27
1595820612,Coffin: The Art of Vampire Hunter D,Yoshitaka Amano,199,11/1/2006,eng,4.58
451527925,Paradise Lost and Paradise Regained,John Milton/Christopher Ricks/Susanne Woods,357,11/1/2001,en-US,4.08
872207331,Paradise Lost,John Milton/Merritt Y. Hughes/David Scott Kastan,427,9/15/2005,eng,3.82
872201775,Leviathan,Thomas Hobbes/Edwin M. Curley,672,3/1/1994,eng,3.7
1585670987,The Book of Leviathan,Peter Blegvad,160,4/23/2001,en-US,4.16
140447601,Democracy in America,Alexis de Tocqueville/Isaac Kramnick/Gerald Bevan,992,4/24/2003,eng,4.02
226805360,Democracy in America,Alexis de Tocqueville/Harvey Mansfield/Delba Winthrop,722,4/1/2002,eng,4.02
1550821083,Magic Carpet Ride: The Autobiography of John Kay and Steppenwolf,John     Kay/John Einarson,372,10/1/1994,eng,4.1
1570715831,Steppenwolf Theatre Company : Twenty-Five Years of an Actor's Theater,Victor Skrebneski,144,12/1/2000,eng,4.25
312278497,The Glass Bead Game,Hermann Hesse/Richard Winston/Clara Winston/Theodore Ziolkowski,558,12/6/2002,eng,4.11
812969901,The Sorrows of Young Werther,Johann Wolfgang von Goethe/Burton Pike/Edla Valdna,149,2/8/2005,eng,3.67
451529626,The Sorrows of Young Werther and Selected Writings,Johann Wolfgang von Goethe/Catherine Hutter/Marcelle Clements,255,7/5/2005,eng,3.8
159569045X,The Sorrows of Young Werther,Johann Wolfgang von Goethe/Nathan Haskell Dole/Thomas Carlyle/R. Dillon Boylan,104,8/15/2006,en-US,3.67
575073438,The Dream Master,Roger Zelazny,160,12/31/2010,eng,3.64
380789116,The Queen's Necklace,Teresa Edgerton,592,7/3/2001,eng,3.61
441294278,Goblin Moon (The Goblin Moon Duology #1),Teresa Edgerton,293,2/1/1991,eng,3.79
441909116,The Work of the Sun (The Green Lion Trilogy #3),Teresa Edgerton,258,3/1/1990,eng,4
441092756,The Castle of  the Silver Wheel,Teresa Edgerton,278,2/1/1993,eng,3.94
517604469,China and Japan (Myths and Legends),Donald A. Mackenzie,404,3/27/1988,eng,3.52
1400040302,A Madman Dreams of Turing Machines,Janna Levin,230,8/22/2006,eng,3.68
1840462507,Turing and the Universal Machine: The Making of the Modern Computer,Jon Agar/Jon Turney,153,4/23/1997,eng,3.33
804721289,Ad Infinitum... The Ghost in Turing's Machine: Taking God Out of Mathematics and Putting the Body Back In. An Essay in Corporeal Semiotics,Brian Rotman,224,9/1/1993,en-US,4.06
1599869500,Heart of Darkness,Joseph Conrad,101,9/24/2006,eng,3.42
044101237X,Rocket Ship Galileo (Heinlein's Juveniles  #1),Robert A. Heinlein,211,12/28/2004,eng,3.71
1416505512,Tunnel in the Sky (Heinlein's Juveniles  #9),Robert A. Heinlein,262,4/1/2005,eng,3.94
441094996,The Cat Who Walks Through Walls (The World As Myth),Robert A. Heinlein,388,6/1/1988,en-US,3.7
312875576,The Fantasies of Robert A. Heinlein,Robert A. Heinlein,342,5/17/2002,en-US,3.9
1416505520,Citizen of the Galaxy,Robert A. Heinlein,288,5/1/2005,eng,3.99
340837942,The Moon is a Harsh Mistress,Robert A. Heinlein,288,3/14/2005,eng,4.17
395957990,Roverandom,J.R.R. Tolkien/Wayne G. Hammond/Christina Scull,128,6/30/1999,eng,3.87
60790598,The Mysteries of Pittsburgh,Michael Chabon,320,7/5/2005,eng,3.64
786816155,Summerland,Michael Chabon,500,3/1/2004,eng,3.55
7149824,The Yiddish Policemen's Union,Michael Chabon,414,5/1/2007,eng,3.71
91895812,The Toy Maker: The Life and Times of Inventor Frank Hornby,Anthony Mcreavy,352,8/1/2004,eng,3
1400076811,The Disappointment Artist,Jonathan Lethem,149,3/14/2006,eng,3.63
156032481,The Wall of the Sky  the Wall of the Eye,Jonathan Lethem,304,3/5/2007,eng,3.67
038551218X,You Don't Love Me Yet,Jonathan Lethem,225,5/29/2007,eng,2.81
156028972,Gun  With Occasional Music,Jonathan Lethem,271,9/1/2003,eng,3.77
375700129,As She Climbed Across the Table,Jonathan Lethem,212,2/24/1998,eng,3.67
671870742,Living With the Passive-Aggressive Man,Scott Wetzler,208,10/1/1993,en-US,4.03
073854339X,Cypress Gardens (Images of America: Florida),Mary M. Flekke/Sarah E. MacDonald/Randall M. MacDonald,128,11/27/2006,eng,3
743270207,The Organized Student: Teaching Children the Skills for Success in School and Beyond,Donna Goldberg/Jennifer Zwiebel,246,7/5/2005,en-US,3.82
553381539,Beach Music,Pat Conroy,592,3/26/2002,eng,4.15
340412801X,Der Gesang Des Meeres. Beach Music,Pat Conroy,894,4/1/1998,ger,4.15
553381547,The Prince of Tides,Pat Conroy,679,3/26/2002,eng,4.24
440243254,Blessings,Belva Plain,393,9/15/2010,eng,3.91
517293633,Seven Complete Perry Mason Novels - The Case Of: The Foot-Loose Doll / The Glamorous Ghost / The Long-Legged Models / The Lucky Loser  The Screaming Woman / The Terrified Typist / The Waylaid Wolf,Erle Stanley Gardner,821,7/19/1994,eng,4.01
345437861,The Case of the Glamorous Ghost (Perry Mason),Erle Stanley Gardner,232,2/29/2000,eng,3.89
034537147X,The Case of the Half-Wakened Wife,Erle Stanley Gardner,245,3/13/1991,eng,3.88
60581069,I Dreamed I Married Perry Mason (A Cece Caruso Mystery  #1),Susan Kandel,280,3/29/2005,eng,3.47
034591483X,The Case of the Terrified Typist (Perry Mason #49),Erle Stanley Gardner,154,7/1/1999,eng,3.75
345437837,The Case of the Curious Bride (Perry Mason Mystery),Erle Stanley Gardner,192,1/4/2000,eng,3.87
60515228,Fragile Things: Short Fictions and Wonders,Neil Gaiman,360,9/26/2006,eng,4
1933368365,The Good Fairies of New York,Martin Millar/Neil Gaiman,242,9/8/2006,eng,3.51
380789027,Smoke and Mirrors: Short Fiction and Illusions,Neil Gaiman,365,8/30/2005,eng,4.04
1852864982,Death: The High Cost of Living,Neil Gaiman/Chris Bachalo/Mark Buckingham/Tori Amos,104,6/9/1994,eng,4.19
61142026,Stardust,Neil Gaiman,248,8/29/2006,eng,4.08
1593076673,The Facts in the Case of the Departure of Miss Finch,Neil Gaiman/Michael Zulli,51,4/1/2008,eng,3.54
375725504,The Diagnosis,Alan Lightman,384,2/19/2002,eng,2.86
60936509,The Best American Science Writing 2002,Matt Ridley/Jesse Cohen/Alan Lightman/Joseph D'Agnese,352,9/3/2002,eng,3.85
385023510,The Complete Poetry,John Milton/John T. Shawcross,672,7/6/1971,en-US,4.06
872206785,The Complete Poems and Major Prose,John Milton/Merritt Y. Hughes,1088,7/1/2003,eng,4.18
415940478,The Man and the Author: John Milton: Twentieth Century Perspectives,J. Martin Evans,386,11/8/2002,eng,0
019280409X,The Major Works,John Milton/Jonathan Goldberg/Stephen Orgel,1008,4/3/2003,eng,4.24
816638632,Christopher and His Kind,Christopher Isherwood,352,9/18/2001,eng,4.11
816639825,The Condor And The Cows: A South American Travel Diary,Christopher Isherwood/William Caskey/Jeffrey Meyers,248,11/10/2003,eng,3.8
816638624,A Single Man,Christopher Isherwood,192,3/20/2001,eng,4.1
2010080874,Christopher et son monde  1929-1939,Christopher Isherwood,343,4/1/1981,fre,4.11
20199856,The Love of the Last Tycoon,F. Scott Fitzgerald,169,4/14/1995,eng,3.65
186046565X,About This Life,Barry  Lopez,304,5/1/1999,eng,4.13
375727485,Arctic Dreams,Barry  Lopez,496,10/2/2001,eng,4.21
1400075122,Field Notes: The Grace Note of the Canyon Wren,Barry  Lopez,176,6/8/2004,eng,4.13
679740996,The Rediscovery of North America,Barry  Lopez,64,9/1/1992,eng,4.06
684844257,Deadly Feasts: Tracking the Secrets of a Terrifying New Plague,Richard Rhodes,272,5/22/1998,eng,4
688149480,How to Write: Advice and Reflections,Richard Rhodes,240,10/16/1996,eng,3.87
037571393X,John James Audubon,Richard Rhodes,528,4/11/2006,eng,4.13
375708227,Masters of Death: The SS-Einsatzgruppen and the Invention of the Holocaust,Richard Rhodes,335,12/18/2003,en-US,4.05
700610383,A Hole in the World: An American Boyhood,Richard Rhodes,288,4/26/2000,eng,3.9
811212475,The Crack-Up,F. Scott Fitzgerald/Edmund Wilson,347,4/30/2003,eng,3.92
393959058,Walden & Resistance to Civil Government (Critical Edition),Owen  Thomas/William John Rossi/Henry David Thoreau/William Rossi,482,8/19/1992,eng,3.95
1883011957,Collected Essays and Poems,Henry David Thoreau/Elizabeth Hall Witherell,703,4/23/2001,eng,4.22
